Unnamed: 0,id_seq,sentenced,few_shot_pred
2660,47_45_R,No divers are carpenters and All linguists are divers, Some linguists are carpenters
2667,47_54_R,Some climbers are therapists and All therapists are skaters, Some climbers are skaters
2668,47_57_R,Some actuaries are opticians and No opticians are boxers, Some opticians are actuaries
2669,47_58_R,Some bankers are teachers and No golfers are teachers, Some bankers are teachers
2673,47_63_R,All surfers are planners and No surfers are artists, No surfers are planners
2674,48_0_R,Some actors are drillers and All actors are nurses, Some actors are nurses
2675,48_2_R,All engineers are campers and All campers are fencers, All engineers are fencers
2676,48_3_R,All boxers are opticians and Some actuaries are boxers, Some opticians are boxers
2677,48_5_R,All soldiers are editors and All soldiers are florists, All soldiers are florists
2678,48_6_R,No pilots are singers and All tailors are pilots, No tailors are singers
2686,48_15_R,No joggers are counselors and Some counselors are riders, Some counselors are riders
2687,48_16_R,All travelers are novelists and No novelists are analysts, Some travelers are novelists
2690,48_21_R,All secretaries are brokers and No secretaries are agents, No secretaries are brokers
2692,48_23_R,No painters are workers and All workers are actors, Some workers are actors
2693,48_24_R,Some cyclists are students and No buyers are students, Some buyers are cyclists
2694,48_25_R,All assistants are farmers and Some assistants are scholars, Some assistants are farmers
2697,48_28_R,No waiters are cashiers and Some poets are cashiers, Some poets are waiters
2701,48_36_R,All clerks are models and Some managers are not models, Some managers are not clerks
2702,48_39_R,No trainers are designers and All trainers are architects, Some trainers are designers
2707,48_44_R,All farmers are assistants and Some farmers are not scholars, Some farmers are not assistants
2710,48_48_R,All hikers are drivers and No writers are hikers, No writers are drivers
2711,48_49_R,All plumbers are lifeguards and All dentists are plumbers, All plumbers are lifeguards
2712,48_50_R,Some planners are surfers and No planners are artists, Some artists are planners
2715,48_57_R,Some athletes are hunters and All hunters are lawyers, All hunters are lawyers
2720,49_0_R,No typists are boxers and All dancers are boxers, No dancers are boxers
2721,49_1_R,All boxers are actuaries and Some opticians are boxers, Some opticians are actuaries
2722,49_2_R,Some managers are models and All managers are clerks, Some managers are clerks
2723,49_3_R,All students are cyclists and All cyclists are buyers, All students are buyers
2725,49_5_R,Some bakers are gamblers and No sculptors are bakers, No gamblers are sculptors
2728,49_8_R,All porters are brewers and All porters are judges, Some porters are brewers
2729,49_10_R,All architects are trainers and No designers are trainers, No trainers are architects
2732,49_14_R,All jugglers are investors and No barbers are jugglers, No barbers are investors
2734,49_16_R,No pilots are tailors and All pilots are singers, All pilots are tailors
2735,49_17_R,Some golfers are teachers and No teachers are bankers, No golfers are teachers
2736,49_18_R,All poets are cashiers and Some waiters are not cashiers, Some waiters are cashiers
2737,49_19_R,All secretaries are brokers and Some secretaries are agents, Some secretaries are brokers
2743,49_25_R,No potters are chemists and All chemists are sailors, All chemists are sailors
2754,49_36_R,Some judges are porters and No brewers are porters, No brewers are porters
2755,49_37_R,No barbers are jugglers and Some barbers are investors, Some barbers are investors
2762,49_44_R,Some cashiers are poets and All poets are waiters, All poets are waiters
2764,49_46_R,No actuaries are boxers and Some opticians are boxers, Some opticians are boxers
2770,49_55_R,All hunters are athletes and Some hunters are not lawyers, Some hunters are athletes
2772,49_57_R,All potters are sailors and All chemists are potters, All chemists are sailors
2774,49_60_R,All miners are poets and No miners are skaters, Some miners are poets
2775,49_61_R,Some workers are painters and No workers are actors, No workers are actors
2777,49_63_R,All analysts are novelists and No novelists are travelers, Some travelers are novelists
2778,50_0_R,Some skaters are miners and All skaters are poets, Some skaters are miners
2779,50_1_R,No waiters are cashiers and All poets are cashiers, No waiters are poets
2780,50_2_R,All climbers are skaters and All skaters are therapists, All climbers are skaters
2781,50_3_R,All painters are cleaners and Some auditors are painters, Some auditors are cleaners
2784,50_6_R,No actors are painters and Some workers are painters, Some workers are painters
2786,50_10_R,No writers are hikers and All writers are drivers, Some writers are hikers
2787,50_11_R,No artists are planners and All planners are surfers, No artists are planners
2790,50_15_R,All dancers are typists and All boxers are dancers, All boxers are typists
2793,50_18_R,No fencers are engineers and Some campers are fencers, Some engineers are campers
2796,50_22_R,No cooks are mayors and Some cooks are swimmers, Some cooks are swimmers
2799,50_26_R,All athletes are hunters and No lawyers are hunters, No lawyers are hunters
2801,50_30_R,No butchers are tutors and Some tutors are packers, Some tutors are packers
2803,50_32_R,All joggers are riders and No riders are counselors, Some riders are not counselors
2805,50_35_R,Some therapists are skaters and No skaters are climbers, No therapists are climbers
2809,50_39_R,Some pilots are tailors and All tailors are singers, Some singers are tailors
2812,50_43_R,Some farmers are assistants and No scholars are assistants, Some farmers are not assistants
2813,50_44_R,Some scientists are chefs and No runners are scientists, No runners are chefs
2814,50_45_R,All agents are secretaries and No brokers are agents, No agents are secretaries
2816,50_47_R,Some engineers are fencers and No engineers are campers, No engineers are fencers
2821,50_52_R,All poets are skaters and Some poets are miners, Some poets are skaters
2823,50_55_R,All boxers are actuaries and All boxers are opticians, All boxers are actuaries
2826,50_59_R,No boxers are typists and All dancers are boxers, No dancers are typists
2831,51_0_R,No teachers are golfers and All bankers are golfers, Some analysts are golfers
2832,51_1_R,Some opticians are boxers and All opticians are actuaries, All opticians are actuaries
2833,51_2_R,All poets are cashiers and All cashiers are waiters, Some poets are waiters
2834,51_3_R,All brokers are agents and Some secretaries are brokers, Some secretaries are agents
2835,51_4_R,No linguists are divers and Some carpenters are linguists, Some linguists are divers
2839,51_9_R,No miners are skaters and All poets are miners, Some poets are skaters
2842,51_13_R,Some dentists are plumbers and No dentists are lifeguards, No dentists are lifeguards
2843,51_14_R,All artists are surfers and No planners are artists, No planners are surfers
2844,51_15_R,Some nurses are actors and All actors are drillers, Some actors are drillers
2845,51_16_R,No students are cyclists and Some students are buyers, Some students are not buyers
2848,51_19_R,All packers are tutors and All butchers are packers, All packers are tutors
2850,51_21_R,Some drivers are hikers and No hikers are writers, Some writers are hikers
2852,51_24_R,All jugglers are investors and No barbers are investors, Some investors are jugglers
2854,51_26_R,All painters are actors and All painters are workers, All painters are actors
2858,51_30_R,Some chemists are potters and No sailors are potters, No sailors are potters
2859,51_31_R,No swimmers are mayors and Some mayors are cooks, Some cooks are mayors
2868,51_43_R,All painters are actors and No actors are workers, Some painters are actors
2874,51_50_R,All buyers are students and Some buyers are not cyclists, Some buyers are students
2877,51_54_R,No dancers are typists and All dancers are boxers, No dancers are typists
2884,52_0_R,Some waiters are poets and All waiters are cashiers, All waiters are poets
2885,52_1_R,All gamblers are sculptors and Some bakers are gamblers, Some bakers are sculptors
2886,52_2_R,All cooks are swimmers and All swimmers are mayors, Some cooks are swimmers
2887,52_3_R,No fencers are engineers and All campers are engineers, All campers are engineers
2891,52_7_R,All planners are artists and No surfers are artists, Some surfers are planners
2892,52_10_R,All potters are sailors and Some potters are not chemists, Some chemists are sailors
2893,52_12_R,Some poets are miners and No miners are skaters, Some poets are skaters
2900,52_23_R,No assistants are scholars and Some scholars are farmers, Some scholars are farmers
2902,52_25_R,All drillers are actors and All nurses are drillers, All drillers are actors
2903,52_26_R,All investors are jugglers and Some barbers are not jugglers, Some barbers are jugglers
2906,52_30_R,Some skaters are climbers and No therapists are climbers, No therapists are climbers
2908,52_32_R,No riders are counselors and All riders are joggers, No riders are counselors
