task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
OE1,4,0,4,0,Some bakers are not sculptors and No sculptors are gamblers
II4,3,0,2,0,Some agents are brokers and Some agents are secretaries
EI2,2,0,4,0,No artists are surfers and Some planners are artists
AA2,0,0,1,1,All butchers are packers and All tutors are butchers
EE3,6,0,7,0,No travelers are novelists and No analysts are novelists
AO2,0,0,5,0,All painters are auditors and Some cleaners are not painters
II2,3,0,2,0,Some counselors are riders and Some joggers are counselors
IA3,2,0,1,0,Some workers are painters and All actors are painters
EA1,0,0,0,0,No hikers are writers and All writers are drivers
AE3,2,0,7,1,All barbers are jugglers and No investors are jugglers
AI2,2,1,5,0,All painters are actors and Some workers are painters
EA3,0,0,6,1,No novelists are analysts and All travelers are analysts
OA1,2,0,4,0,Some typists are not boxers and All boxers are dancers
AI1,3,0,2,0,All tellers are doctors and Some doctors are climbers
EA4,7,0,7,0,No opticians are actuaries and All opticians are boxers
EO3,2,0,5,0,No soldiers are florists and Some editors are not florists
IE1,2,0,6,0,Some secretaries are agents and No agents are brokers
EE3,1,0,6,0,No tutors are packers and No butchers are packers
AO4,4,1,5,0,All drivers are hikers and Some drivers are not writers
OA4,1,0,4,0,Some dentists are not plumbers and All dentists are lifeguards
AE4,7,0,6,0,All campers are engineers and No campers are fencers
OE1,5,0,4,0,Some pilots are not singers and No singers are tailors
AI4,4,0,2,1,All cleaners are painters and Some cleaners are auditors
OO2,1,0,5,0,Some barbers are not investors and Some jugglers are not barbers
EE4,0,0,6,0,No students are cyclists and No students are buyers
AO2,4,0,5,0,All bakers are gamblers and Some sculptors are not bakers
AA4,1,0,0,0,All managers are models and All managers are clerks
OI2,2,0,4,0,Some judges are not porters and Some brewers are judges
EE1,0,0,7,0,No poets are cashiers and No cashiers are waiters
EI1,3,0,2,0,No riders are joggers and Some joggers are counselors
OO3,2,0,3,0,Some drillers are not nurses and Some actors are not nurses
IE4,2,0,6,0,Some skaters are climbers and No skaters are therapists
OE3,2,0,4,0,Some lawyers are not hunters and No athletes are hunters
EO2,1,0,5,0,No artists are planners and Some surfers are not artists
EI3,2,0,4,0,No miners are skaters and Some poets are skaters
EI2,2,0,4,0,No swimmers are mayors and Some cooks are swimmers
EO1,2,0,5,0,No chemists are sailors and Some sailors are not potters
AA3,0,0,0,0,All trainers are architects and All designers are architects
OA2,3,0,5,0,Some carpenters are not linguists and All divers are carpenters
AO1,2,0,4,0,All chemists are potters and Some potters are not sailors
IO3,3,0,5,0,Some swimmers are cooks and Some mayors are not cooks
EO4,2,0,5,0,No hikers are drivers and Some hikers are not writers
IA2,0,0,4,0,Some teachers are bankers and All golfers are teachers
IO4,1,0,4,0,Some dentists are plumbers and Some dentists are not lifeguards
AE1,0,0,6,1,All climbers are therapists and No therapists are skaters
II1,2,0,5,0,Some carpenters are divers and Some divers are linguists
OI1,2,0,4,0,Some doctors are not tellers and Some tellers are climbers
II2,2,0,2,0,Some counselors are joggers and Some riders are counselors
OO1,2,0,4,0,Some travelers are not analysts and Some analysts are not novelists
AA2,0,0,1,1,All waiters are poets and All cashiers are waiters
II4,2,0,4,0,Some dancers are typists and Some dancers are boxers
AO3,2,0,5,1,All fencers are campers and Some engineers are not campers
IA1,2,1,5,1,Some drillers are nurses and All nurses are actors
II3,3,0,2,0,Some students are cyclists and Some buyers are cyclists
AE3,0,0,6,1,All farmers are assistants and No scholars are assistants
EA2,0,0,6,1,No bakers are gamblers and All sculptors are bakers
OA3,2,0,4,1,Some hunters are not athletes and All lawyers are athletes
AI3,1,0,2,0,All clerks are managers and Some models are managers
OE4,3,0,6,0,Some runners are not scientists and No runners are chefs
OI3,2,0,4,0,Some skaters are not miners and Some poets are miners
OO4,2,0,5,0,Some workers are not actors and Some workers are not painters
IO1,4,0,4,0,Some brewers are porters and Some porters are not judges
EI4,2,0,5,1,No artists are planners and Some artists are surfers
OE2,2,0,4,0,Some tailors are not pilots and No singers are tailors
AA1,4,0,0,1,All artists are surfers and All surfers are planners
IA4,5,1,3,0,Some architects are trainers and All architects are designers
OE4,2,0,6,0,Some athletes are not lawyers and No athletes are hunters
II1,1,0,2,0,Some singers are pilots and Some pilots are tailors
OA1,2,0,4,0,Some packers are not butchers and All butchers are tutors
AI4,2,1,2,1,All boxers are typists and Some boxers are dancers
AA2,0,0,1,1,All brokers are secretaries and All agents are brokers
OI4,2,0,5,0,Some campers are not engineers and Some campers are fencers
EE1,5,0,7,0,No investors are jugglers and No jugglers are barbers
AO1,0,0,4,0,All florists are editors and Some editors are not soldiers
IO3,2,0,5,0,Some mayors are swimmers and Some cooks are not swimmers
AO4,2,0,4,1,All linguists are divers and Some linguists are not carpenters
EA4,0,0,6,0,No drivers are writers and All drivers are hikers
EO4,2,0,5,0,No actors are nurses and Some actors are not drillers
AI3,2,0,2,0,All porters are judges and Some brewers are judges
OA3,3,0,4,1,Some novelists are not analysts and All travelers are analysts
OO4,2,0,5,0,Some boxers are not opticians and Some boxers are not actuaries
EA1,0,0,7,0,No skaters are miners and All miners are poets
IE2,2,0,6,0,Some students are buyers and No cyclists are students
AA4,0,0,0,0,All assistants are scholars and All assistants are farmers
EA2,1,0,7,1,No bankers are golfers and All teachers are bankers
IO2,3,0,5,0,Some clerks are models and Some managers are not clerks
EI2,0,0,4,0,No sculptors are bakers and Some gamblers are sculptors
OA2,0,0,4,0,Some lifeguards are not plumbers and All dentists are lifeguards
OO3,2,0,2,0,Some campers are not engineers and Some fencers are not engineers
OI1,2,0,4,0,Some climbers are not therapists and Some therapists are skaters
AE2,0,0,6,0,All hunters are lawyers and No athletes are hunters
EE3,1,0,6,0,No architects are trainers and No designers are trainers
EI1,2,0,2,0,No painters are workers and Some workers are actors
EI3,2,0,4,0,No tellers are doctors and Some climbers are doctors
AE3,1,0,6,1,All pilots are singers and No tailors are singers
IO1,5,0,4,0,Some gamblers are sculptors and Some sculptors are not bakers
AE1,0,0,6,1,All drillers are nurses and No nurses are actors
EI4,2,0,5,1,No dancers are typists and Some dancers are boxers
II4,0,0,2,0,Some cyclists are students and Some cyclists are buyers
OI2,3,0,5,0,Some clerks are not managers and Some models are clerks
IE3,1,0,5,0,Some cashiers are poets and No waiters are poets
OO2,3,0,5,0,Some jugglers are not investors and Some barbers are not jugglers
AO2,3,0,5,0,All novelists are analysts and Some travelers are not novelists
EE4,1,0,6,0,No editors are soldiers and No editors are florists
IA2,0,0,4,0,Some lifeguards are dentists and All plumbers are lifeguards
IA1,3,0,4,0,Some poets are skaters and All skaters are miners
OI3,3,0,4,0,Some brokers are not agents and Some secretaries are agents
OO1,3,0,4,0,Some writers are not hikers and Some hikers are not drivers
II3,2,0,4,0,Some bankers are teachers and Some golfers are teachers
IE4,2,0,4,1,Some chefs are runners and No chefs are scientists
AA3,0,0,0,0,All judges are brewers and All porters are brewers
II2,3,0,5,0,Some cooks are swimmers and Some mayors are cooks
EO1,2,0,5,0,No divers are carpenters and Some carpenters are not linguists
IE1,2,0,5,0,Some planners are surfers and No surfers are artists
OE1,3,0,4,0,Some potters are not sailors and No sailors are chemists
EO3,1,0,5,0,No counselors are riders and Some joggers are not riders
AA1,0,1,1,0,All workers are actors and All actors are painters
EA3,1,0,7,1,No assistants are scholars and All farmers are scholars
AI2,2,1,5,0,All cooks are mayors and Some swimmers are cooks
AO1,2,0,4,0,All therapists are climbers and Some climbers are not skaters
AE2,1,0,7,0,All hunters are athletes and No lawyers are hunters
II1,2,0,2,0,Some students are cyclists and Some cyclists are buyers
OA2,3,0,7,0,Some dancers are not typists and All boxers are dancers
EA1,0,0,0,0,No drivers are writers and All writers are hikers
AE1,0,0,6,1,All investors are barbers and No barbers are jugglers
OE2,5,0,6,0,Some cashiers are not waiters and No poets are cashiers
OE1,4,0,4,0,Some clerks are not managers and No managers are models
EO4,2,0,4,0,No brewers are porters and Some brewers are not judges
OO2,2,0,5,0,Some secretaries are not agents and Some brokers are not secretaries
AA4,1,0,0,0,All drillers are actors and All drillers are nurses
OO1,2,0,4,0,Some bakers are not sculptors and Some sculptors are not gamblers
IO2,2,0,5,0,Some miners are skaters and Some poets are not miners
AI3,2,0,4,0,All golfers are teachers and Some bankers are teachers
IA3,0,0,4,0,Some dentists are plumbers and All lifeguards are plumbers
AA3,0,0,0,0,All pilots are tailors and All singers are tailors
EI3,2,0,4,0,No chemists are sailors and Some potters are sailors
AI4,0,0,2,1,All boxers are opticians and Some boxers are actuaries
OA4,0,0,5,1,Some engineers are not campers and All engineers are fencers
EA4,1,0,6,0,No editors are soldiers and All editors are florists
IO1,3,0,4,0,Some tutors are butchers and Some butchers are not packers
EE3,4,0,7,0,No counselors are joggers and No riders are joggers
AO2,5,0,5,0,All scientists are runners and Some chefs are not scientists
AE4,1,0,6,0,All designers are architects and No designers are trainers
OI4,2,0,5,0,Some scholars are not farmers and Some scholars are assistants
AE3,0,0,6,1,All chefs are scientists and No runners are scientists
EI1,2,0,5,1,No potters are sailors and Some sailors are chemists
OI3,4,0,4,0,Some opticians are not boxers and Some actuaries are boxers
AO3,4,0,5,1,All nurses are drillers and Some actors are not drillers
II3,3,0,2,0,Some therapists are climbers and Some skaters are climbers
IE2,5,0,6,0,Some clerks are models and No managers are clerks
OO4,4,0,4,0,Some cleaners are not painters and Some cleaners are not auditors
IE4,2,0,6,0,Some secretaries are agents and No secretaries are brokers
OE3,5,0,6,0,Some gamblers are not sculptors and No bakers are sculptors
OE4,2,0,6,0,Some divers are not linguists and No divers are carpenters
AI1,2,0,2,0,All soldiers are florists and Some florists are editors
OO3,4,0,3,0,Some joggers are not counselors and Some riders are not counselors
AO4,3,0,4,1,All tailors are singers and Some tailors are not pilots
EE4,0,0,6,0,No porters are brewers and No porters are judges
IE1,2,0,5,0,Some artists are surfers and No surfers are planners
II2,4,0,4,0,Some jugglers are barbers and Some investors are jugglers
IA2,2,0,3,0,Some workers are actors and All painters are workers
OA3,2,0,4,1,Some boxers are not dancers and All typists are dancers
EO3,2,0,5,0,No climbers are doctors and Some tellers are not doctors
IE3,2,0,5,0,Some novelists are travelers and No analysts are travelers
EE1,0,0,7,0,No lifeguards are dentists and No dentists are plumbers
EE2,3,0,6,0,No hikers are drivers and No writers are hikers
OA1,3,0,4,0,Some poets are not skaters and All skaters are miners
EO1,4,0,5,0,No designers are trainers and Some trainers are not architects
IO3,2,0,5,0,Some engineers are fencers and Some campers are not fencers
EI2,3,0,4,0,No waiters are cashiers and Some poets are waiters
EA3,1,0,4,1,No scientists are runners and All chefs are runners
IA4,0,0,0,0,Some engineers are campers and All engineers are fencers
AI2,0,0,5,0,All riders are joggers and Some counselors are riders
EA1,3,0,7,0,No dancers are boxers and All boxers are typists
EI4,2,0,5,1,No editors are florists and Some editors are soldiers
II2,3,0,2,0,Some scholars are assistants and Some farmers are scholars
OE3,2,0,6,0,Some nurses are not actors and No drillers are actors
AE1,0,0,6,1,All waiters are cashiers and No cashiers are poets
IE4,3,0,6,0,Some painters are workers and No painters are actors
OA1,1,0,4,0,Some boxers are not actuaries and All actuaries are opticians
IE3,3,0,6,0,Some sculptors are gamblers and No bakers are gamblers
EI1,2,0,2,0,No novelists are travelers and Some travelers are analysts
AO4,1,0,5,0,All pilots are singers and Some pilots are not tailors
AO1,2,0,4,0,All climbers are therapists and Some therapists are not skaters
OO2,0,0,5,0,Some artists are not surfers and Some planners are not artists
AA3,4,0,1,0,All barbers are investors and All jugglers are investors
EE3,1,0,7,0,No hunters are athletes and No lawyers are athletes
OE1,2,0,6,0,Some miners are not skaters and No skaters are poets
AA4,2,1,1,0,All potters are sailors and All potters are chemists
EA2,0,0,6,1,No drivers are writers and All hikers are drivers
IO2,4,0,5,0,Some golfers are bankers and Some teachers are not golfers
II1,2,0,5,0,Some architects are trainers and Some trainers are designers
AE2,0,0,6,0,All auditors are cleaners and No painters are auditors
OI2,2,0,5,0,Some brewers are not judges and Some porters are brewers
EE2,2,0,6,0,No linguists are divers and No carpenters are linguists
IA3,0,0,4,0,Some plumbers are dentists and All lifeguards are dentists
AO2,3,0,5,0,All secretaries are brokers and Some agents are not secretaries
OI4,4,0,5,0,Some climbers are not doctors and Some climbers are tellers
IE2,3,0,6,0,Some bakers are sculptors and No gamblers are bakers
IE1,2,0,4,1,Some painters are actors and No actors are workers
OE2,2,0,6,0,Some skaters are not climbers and No therapists are skaters
AO3,3,0,5,1,All clerks are managers and Some models are not managers
IO3,0,0,5,0,Some joggers are riders and Some counselors are not riders
OI1,2,0,4,0,Some climbers are not doctors and Some doctors are tellers
OA4,2,0,4,0,Some actors are not drillers and All actors are nurses
