sentenced,id_seq
All actuaries are boxers and No opticians are actuaries,41_13_R
No bankers are teachers and No teachers are golfers,41_14_R
No novelists are analysts and Some novelists are travelers,41_16_R
Some surfers are planners and All planners are artists,41_17_R
No cyclists are students and Some buyers are not cyclists,41_18_R
Some investors are barbers and Some jugglers are investors,41_19_R
Some lifeguards are not dentists and Some plumbers are not lifeguards,41_21_R
No actors are workers and Some actors are not painters,41_22_R
No clerks are models and Some managers are clerks,41_23_R
No counselors are joggers and All joggers are riders,41_24_R
Some secretaries are brokers and Some secretaries are agents,41_25_R
Some tailors are singers and No singers are pilots,41_26_R
Some tellers are not climbers and No climbers are doctors,41_27_R
Some skaters are climbers and All therapists are climbers,41_29_R
Some cleaners are painters and Some auditors are not painters,41_31_R
Some jugglers are barbers and No investors are jugglers,41_32_R
No nurses are actors and No drillers are nurses,41_33_R
Some workers are painters and Some painters are not actors,41_34_R
Some tailors are singers and Some tailors are not pilots,41_35_R
No hunters are lawyers and Some lawyers are athletes,41_37_R
Some dancers are not boxers and Some dancers are typists,41_38_R
Some doctors are tellers and All climbers are doctors,41_39_R
Some miners are not skaters and No poets are miners,41_40_R
No trainers are designers and Some designers are not architects,41_41_R
Some riders are not joggers and Some joggers are counselors,41_43_R
Some lifeguards are not dentists and Some plumbers are not dentists,41_44_R
All runners are scientists and No scientists are chefs,41_46_R
All skaters are climbers and Some climbers are therapists,41_48_R
Some fencers are not engineers and All campers are fencers,41_49_R
Some opticians are not actuaries and No boxers are actuaries,41_50_R
No linguists are divers and All carpenters are linguists,41_51_R
Some cooks are not swimmers and All cooks are mayors,41_52_R
All travelers are analysts and Some novelists are not analysts,41_53_R
Some sculptors are not gamblers and No sculptors are bakers,41_54_R
Some poets are cashiers and Some cashiers are waiters,41_55_R
All brewers are judges and All porters are brewers,41_56_R
Some cyclists are students and Some buyers are students,41_59_R
No farmers are assistants and All farmers are scholars,41_60_R
Some soldiers are florists and No editors are florists,41_61_R
Some brokers are not agents and Some agents are not secretaries,41_62_R
All auditors are painters and No auditors are cleaners,41_63_R
All florists are editors and All editors are soldiers,42_0_R
No campers are fencers and All engineers are fencers,42_1_R
All secretaries are brokers and Some agents are secretaries,42_2_R
No barbers are investors and No jugglers are investors,42_4_R
Some mayors are not cooks and Some mayors are swimmers,42_5_R
No riders are joggers and All riders are counselors,42_6_R
Some waiters are poets and No poets are cashiers,42_7_R
All actors are drillers and All actors are nurses,42_8_R
Some pilots are not singers and Some singers are tailors,42_9_R
All painters are workers and Some workers are not actors,42_10_R
No chemists are potters and Some potters are sailors,42_11_R
Some artists are surfers and All planners are surfers,42_12_R
Some cyclists are not buyers and No students are cyclists,42_13_R
No porters are brewers and Some judges are not porters,42_18_R
All actuaries are opticians and All boxers are actuaries,42_19_R
All doctors are climbers and No climbers are tellers,42_20_R
All analysts are travelers and No novelists are travelers,42_22_R
No scholars are farmers and Some assistants are scholars,42_23_R
Some gamblers are sculptors and Some bakers are not gamblers,42_24_R
All poets are skaters and Some poets are not miners,42_25_R
No golfers are teachers and Some golfers are bankers,42_26_R
Some designers are trainers and No architects are trainers,42_27_R
No cleaners are auditors and No painters are cleaners,42_28_R
Some climbers are therapists and Some therapists are not skaters,42_29_R
Some tutors are not butchers and No packers are butchers,42_30_R
All carpenters are divers and Some linguists are not carpenters,42_31_R
All barbers are jugglers and No barbers are investors,42_32_R
Some skaters are climbers and Some therapists are skaters,42_34_R
No actors are workers and All workers are painters,42_35_R
No boxers are dancers and No dancers are typists,42_37_R
No butchers are packers and Some tutors are packers,42_38_R
Some actuaries are not boxers and No actuaries are opticians,42_39_R
Some gamblers are bakers and Some sculptors are bakers,42_40_R
Some skaters are poets and No miners are skaters,42_42_R
No students are buyers and All cyclists are students,42_43_R
Some swimmers are not cooks and All swimmers are mayors,42_44_R
Some agents are not brokers and Some secretaries are brokers,42_45_R
Some brewers are not porters and Some judges are not brewers,42_46_R
No riders are counselors and No riders are joggers,42_47_R
Some chefs are scientists and Some chefs are not runners,42_49_R
Some divers are not carpenters and Some linguists are not carpenters,42_50_R
All architects are trainers and Some designers are trainers,42_51_R
All tailors are singers and Some singers are pilots,42_52_R
Some florists are soldiers and Some soldiers are editors,42_53_R
Some surfers are artists and All planners are surfers,42_54_R
All nurses are drillers and Some nurses are actors,42_55_R
Some travelers are not analysts and All novelists are analysts,42_56_R
Some bankers are not golfers and Some golfers are not teachers,42_58_R
All models are clerks and Some managers are not clerks,42_59_R
All hikers are writers and All drivers are writers,42_60_R
No painters are auditors and Some auditors are not cleaners,42_61_R
Some athletes are not hunters and No hunters are lawyers,42_62_R
Some scholars are not farmers and Some scholars are not assistants,42_63_R
All potters are sailors and Some chemists are potters,43_0_R
No models are clerks and All managers are clerks,43_1_R
All judges are brewers and All brewers are porters,43_2_R
Some gamblers are sculptors and All gamblers are bakers,43_3_R
Some mayors are cooks and Some swimmers are cooks,43_4_R
All architects are trainers and No architects are designers,43_7_R
Some students are not cyclists and Some cyclists are buyers,43_9_R
Some plumbers are not dentists and Some plumbers are lifeguards,43_10_R
Some skaters are climbers and Some therapists are not skaters,43_13_R
No assistants are scholars and All farmers are assistants,43_14_R
No surfers are artists and Some artists are planners,43_15_R
Some drillers are not actors and Some nurses are not drillers,43_16_R
All butchers are packers and Some tutors are packers,43_17_R
No divers are linguists and All linguists are carpenters,43_18_R
No doctors are tellers and Some doctors are not climbers,43_20_R
All scientists are runners and Some runners are not chefs,43_21_R
All waiters are poets and Some poets are cashiers,43_24_R
Some pilots are not tailors and All tailors are singers,43_25_R
Some poets are skaters and No miners are skaters,43_26_R
Some cleaners are not painters and No auditors are painters,43_28_R
No florists are editors and No florists are soldiers,43_29_R
Some writers are not drivers and No writers are hikers,43_30_R
Some riders are not counselors and All joggers are counselors,43_31_R
Some engineers are fencers and No campers are engineers,43_32_R
No barbers are investors and Some jugglers are barbers,43_34_R
Some trainers are architects and Some architects are designers,43_35_R
Some buyers are not students and All buyers are cyclists,43_37_R
All swimmers are cooks and No cooks are mayors,43_38_R
All runners are chefs and Some scientists are not chefs,43_40_R
Some tutors are not butchers and All packers are tutors,43_42_R
Some drillers are nurses and No nurses are actors,43_43_R
No potters are sailors and Some chemists are sailors,43_44_R
Some lawyers are not hunters and Some athletes are lawyers,43_45_R
No skaters are climbers and No climbers are therapists,43_46_R
All editors are soldiers and No florists are editors,43_47_R
All cleaners are painters and All auditors are painters,43_48_R
No cashiers are poets and Some poets are not waiters,43_49_R
No climbers are tellers and Some doctors are not climbers,43_50_R
Some joggers are not counselors and No riders are joggers,43_51_R
No painters are actors and No workers are actors,43_52_R
All brokers are agents and No secretaries are agents,43_53_R
Some miners are not poets and Some poets are not skaters,43_55_R
All typists are dancers and All typists are boxers,43_56_R
Some farmers are scholars and Some scholars are not assistants,43_58_R
