id_seq,sentenced,choice_str,choice_union_pred
11_25,Some athletes are lawyers and Some athletes are not hunters,"['All lawyers are hunters', 'All hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are not hunters', 'Some hunters are not lawyers', 'No lawyers are hunters', 'No hunters are lawyers', 'NVC']","[0.009502637840341777, 0.021673347509931773, 0.3197647863999009, 4.149061813950539, 85.33006310462952, 42.88386106491089, 2.1338192746043205, 1.0814121924340725, -1]"
11_26,No barbers are jugglers and Some barbers are not investors,"['All jugglers are investors', 'All investors are jugglers', 'Some jugglers are investors', 'Some investors are jugglers', 'Some jugglers are not investors', 'Some investors are not jugglers', 'No jugglers are investors', 'No investors are jugglers', 'NVC']","[0.05704475333914161, 0.04822133923880756, 6.966619193553925, 6.650205701589584, 98.55133891105652, 65.71049094200134, 98.54604601860046, 47.12136089801788, -1]"
11_27,Some actors are not workers and Some painters are actors,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']","[0.050350400852039456, 0.026657976559363306, 9.542492777109146, 0.19726529717445374, 61.82740926742554, 24.307014048099518, 2.8249960392713547, 0.4163111560046673, -1]"
11_28,Some chemists are not potters and Some sailors are potters,"['All chemists are sailors', 'All sailors are chemists', 'Some chemists are sailors', 'Some sailors are chemists', 'Some chemists are not sailors', 'Some sailors are not chemists', 'No chemists are sailors', 'No sailors are chemists', 'NVC']","[0.01896367612062022, 0.02952871727757156, 6.089324504137039, 1.3956918381154537, 77.26197838783264, 5.329623818397522, 0.5538491532206535, 0.17799683846533298, -1]"
11_29,Some florists are not editors and Some editors are not soldiers,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']","[0.02793235471472144, 0.059057422913610935, 3.591401129961014, 3.5317350178956985, 80.88606595993042, 59.10816192626953, 0.6197267211973667, 3.3140137791633606, -1]"
11_30,Some clerks are managers and No models are clerks,"['All managers are models', 'All models are managers', 'Some managers are models', 'Some models are managers', 'Some managers are not models', 'Some models are not managers', 'No managers are models', 'No models are managers', 'NVC']","[0.9198359213769436, 0.21530482918024063, 3.256162256002426, 2.816305495798588, 36.258429288864136, 34.64040756225586, 92.49401688575745, 28.8914293050766, -1]"
11_31,Some agents are secretaries and All secretaries are brokers,"['All agents are brokers', 'All brokers are agents', 'Some agents are brokers', 'Some brokers are agents', 'Some agents are not brokers', 'Some brokers are not agents', 'No agents are brokers', 'No brokers are agents', 'NVC']","[1.3234412297606468, 0.2746104495599866, 19.28648352622986, 4.745002463459969, 9.939415752887726, 23.006002604961395, 1.0246803984045982, 1.1226591654121876, -1]"
11_32,All opticians are boxers and Some boxers are actuaries,"['All opticians are actuaries', 'All actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are not actuaries', 'Some actuaries are not opticians', 'No opticians are actuaries', 'No actuaries are opticians', 'NVC']","[0.252415519207716, 0.60912542976439, 99.37439560890198, 11.286375671625137, 11.693742871284485, 60.98553538322449, 0.24961319286376238, 0.10644291760399938, -1]"
11_33,Some butchers are not packers and All packers are tutors,"['All butchers are tutors', 'All tutors are butchers', 'Some butchers are tutors', 'Some tutors are butchers', 'Some butchers are not tutors', 'Some tutors are not butchers', 'No butchers are tutors', 'No tutors are butchers', 'NVC']","[3.558589145541191, 0.2934098010882735, 33.74728560447693, 15.817686915397644, 99.01395440101624, 90.72051644325256, 0.9886126033961773, 2.668790891766548, -1]"
11_34,Some swimmers are mayors and Some mayors are cooks,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']","[0.014466345601249486, 0.03838971606455743, 31.813785433769226, 2.8517547994852066, 2.6511767879128456, 23.67938756942749, 0.09431886137463152, 0.06427954649552703, -1]"
11_35,Some workers are not actors and No painters are actors,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']","[2.1470220759510994, 76.16308927536011, 48.00727665424347, 98.99858236312866, 68.39110851287842, 47.64080047607422, 98.23886752128601, 82.31214880943298, -1]"
11_36,Some linguists are not carpenters and Some divers are not carpenters,"['All linguists are divers', 'All divers are linguists', 'Some linguists are divers', 'Some divers are linguists', 'Some linguists are not divers', 'Some divers are not linguists', 'No linguists are divers', 'No divers are linguists', 'NVC']","[0.10220678523182869, 0.07079586503095925, 98.59828352928162, 99.24286007881165, 12.953945994377136, 48.23243021965027, 0.07796721765771508, 0.06995551520958543, -1]"
11_37,All farmers are assistants and All farmers are scholars,"['All assistants are scholars', 'All scholars are assistants', 'Some assistants are scholars', 'Some scholars are assistants', 'Some assistants are not scholars', 'Some scholars are not assistants', 'No assistants are scholars', 'No scholars are assistants', 'NVC']","[99.61245656013489, 30.77259361743927, 2.374969981610775, 1.4779198914766312, 1.3710631057620049, 1.010623574256897, 0.07097786292433739, 0.1255690585821867, -1]"
11_38,No drivers are writers and Some hikers are drivers,"['All writers are hikers', 'All hikers are writers', 'Some writers are hikers', 'Some hikers are writers', 'Some writers are not hikers', 'Some hikers are not writers', 'No writers are hikers', 'No hikers are writers', 'NVC']","[0.38014661986380816, 0.09695154731161892, 4.58015464246273, 0.43171634897589684, 71.83502316474915, 40.651753544807434, 6.590323895215988, 2.3747075349092484, -1]"
11_39,Some actors are nurses and No drillers are nurses,"['All actors are drillers', 'All drillers are actors', 'Some actors are drillers', 'Some drillers are actors', 'Some actors are not drillers', 'Some drillers are not actors', 'No actors are drillers', 'No drillers are actors', 'NVC']","[0.033753152820281684, 0.7719972636550665, 0.3302681026980281, 3.2722972333431244, 57.46481418609619, 98.10943603515625, 97.88246154785156, 32.29968845844269, -1]"
11_40,Some bakers are not sculptors and All gamblers are sculptors,"['All bakers are gamblers', 'All gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are not gamblers', 'Some gamblers are not bakers', 'No bakers are gamblers', 'No gamblers are bakers', 'NVC']","[0.14511012705042958, 0.13138746144250035, 2.637934498488903, 0.673372857272625, 89.5657479763031, 13.05139809846878, 2.3459656164050102, 1.6521574929356575, -1]"
11_41,No planners are artists and Some planners are surfers,"['All artists are surfers', 'All surfers are artists', 'Some artists are surfers', 'Some surfers are artists', 'Some artists are not surfers', 'Some surfers are not artists', 'No artists are surfers', 'No surfers are artists', 'NVC']","[0.061046052724123, 0.03211939474567771, 44.69722509384155, 10.380160063505173, 60.76652407646179, 62.77375817298889, 2.7084683999419212, 1.6761576756834984, -1]"
11_42,Some hunters are not athletes and No lawyers are hunters,"['All athletes are lawyers', 'All lawyers are athletes', 'Some athletes are lawyers', 'Some lawyers are athletes', 'Some athletes are not lawyers', 'Some lawyers are not athletes', 'No athletes are lawyers', 'No lawyers are athletes', 'NVC']","[1.5593868680298328, 1.862417720258236, 33.55826437473297, 22.05052524805069, 22.6228266954422, 5.979343503713608, 42.21716821193695, 22.47956246137619, -1]"
11_43,All secretaries are agents and All brokers are secretaries,"['All agents are brokers', 'All brokers are agents', 'Some agents are brokers', 'Some brokers are agents', 'Some agents are not brokers', 'Some brokers are not agents', 'No agents are brokers', 'No brokers are agents', 'NVC']","[5.402461439371109, 5.653207376599312, 9.173007309436798, 1.1542253196239471, 2.089216932654381, 2.364303544163704, 1.0962079279124737, 0.3407358191907406, -1]"
11_44,All campers are engineers and Some fencers are engineers,"['All campers are fencers', 'All fencers are campers', 'Some campers are fencers', 'Some fencers are campers', 'Some campers are not fencers', 'Some fencers are not campers', 'No campers are fencers', 'No fencers are campers', 'NVC']","[0.0778965069912374, 0.27251795399934053, 24.839088320732117, 6.581508368253708, 37.178513407707214, 62.19179034233093, 0.3223878564313054, 0.398201122879982, -1]"
11_45,All miners are poets and Some miners are not skaters,"['All poets are skaters', 'All skaters are poets', 'Some poets are skaters', 'Some skaters are poets', 'Some poets are not skaters', 'Some skaters are not poets', 'No poets are skaters', 'No skaters are poets', 'NVC']","[0.012889534991700202, 0.02097688557114452, 1.5216748230159283, 2.583625912666321, 70.07986903190613, 66.85729622840881, 9.86972376704216, 1.2677733786404133, -1]"
11_46,All clerks are managers and No models are clerks,"['All managers are models', 'All models are managers', 'Some managers are models', 'Some models are managers', 'Some managers are not models', 'Some models are not managers', 'No managers are models', 'No models are managers', 'NVC']","[0.44867657124996185, 0.32411073334515095, 8.782374858856201, 3.646238148212433, 13.261483609676361, 57.13839530944824, 96.33121490478516, 41.21853709220886, -1]"
11_47,No designers are architects and No architects are trainers,"['All designers are trainers', 'All trainers are designers', 'Some designers are trainers', 'Some trainers are designers', 'Some designers are not trainers', 'Some trainers are not designers', 'No designers are trainers', 'No trainers are designers', 'NVC']","[0.22069120313972235, 0.21754868794232607, 4.301874712109566, 1.818050630390644, 57.56831169128418, 31.045499444007874, 98.86964559555054, 91.26796126365662, -1]"
11_48,All potters are sailors and No potters are chemists,"['All sailors are chemists', 'All chemists are sailors', 'Some sailors are chemists', 'Some chemists are sailors', 'Some sailors are not chemists', 'Some chemists are not sailors', 'No sailors are chemists', 'No chemists are sailors', 'NVC']","[0.13045326340943575, 0.0681231904309243, 1.5427847392857075, 2.2875456139445305, 19.583863019943237, 19.401822984218597, 96.63886427879333, 97.73008227348328, -1]"
11_49,Some plumbers are not dentists and No plumbers are lifeguards,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']","[0.3619738155975938, 1.3252681121230125, 0.6301482208073139, 0.9303378872573376, 20.05707621574402, 46.11126780509949, 94.47382688522339, 46.16381227970123, -1]"
11_50,No tellers are climbers and Some doctors are not tellers,"['All climbers are doctors', 'All doctors are climbers', 'Some climbers are doctors', 'Some doctors are climbers', 'Some climbers are not doctors', 'Some doctors are not climbers', 'No climbers are doctors', 'No doctors are climbers', 'NVC']","[0.07713024388067424, 0.04994676564820111, 41.41228795051575, 77.43843197822571, 25.20604133605957, 99.61767196655273, 96.51628732681274, 86.00722551345825, -1]"
11_51,No travelers are novelists and Some analysts are not novelists,"['All travelers are analysts', 'All analysts are travelers', 'Some travelers are analysts', 'Some analysts are travelers', 'Some travelers are not analysts', 'Some analysts are not travelers', 'No travelers are analysts', 'No analysts are travelers', 'NVC']","[2.518543228507042, 0.2332716714590788, 86.89499497413635, 93.00457239151001, 50.59326887130737, 99.73982572555542, 11.144191771745682, 45.97000479698181, -1]"
